arm,step,task_id,answer_position,scored_count
ROTATING,256,leetcode/2844,367,1
ROTATING,256,leetcode/2844,384,1
ROTATING,256,leetcode/2844,385,1
ROTATING,256,leetcode/2844,386,1
ROTATING,256,leetcode/2844,387,1
ROTATING,256,leetcode/2844,388,1
ROTATING,256,leetcode/2844,389,1
ROTATING,256,leetcode/2844,390,1
ROTATING,256,leetcode/2844,391,1
ROTATING,256,leetcode/2879,0,2
ROTATING,256,leetcode/2879,1,2
ROTATING,256,leetcode/2879,2,2
ROTATING,256,leetcode/2879,3,2
ROTATING,256,leetcode/2879,4,2
ROTATING,256,leetcode/2879,5,2
ROTATING,256,leetcode/2879,6,2
ROTATING,256,leetcode/2879,7,2
ROTATING,256,leetcode/2879,104,1
ROTATING,256,leetcode/2879,105,1
ROTATING,256,leetcode/2879,106,1
ROTATING,256,leetcode/2879,107,1
ROTATING,256,leetcode/2879,108,1
ROTATING,256,leetcode/2879,109,1
ROTATING,256,leetcode/2879,110,1
ROTATING,256,leetcode/2879,111,1
ROTATING,256,leetcode/2879,112,1
ROTATING,256,leetcode/2879,113,1
ROTATING,256,leetcode/2879,114,1
ROTATING,256,leetcode/2879,115,1
ROTATING,256,leetcode/2879,116,1
ROTATING,256,leetcode/2879,117,1
ROTATING,256,leetcode/2879,118,1
ROTATING,256,leetcode/2879,119,1
ROTATING,256,leetcode/2879,192,1
ROTATING,256,leetcode/2879,193,1
ROTATING,256,leetcode/2879,194,1
ROTATING,256,leetcode/2879,195,1
ROTATING,256,leetcode/2879,196,1
ROTATING,256,leetcode/2879,197,1
ROTATING,256,leetcode/2879,198,1
ROTATING,256,leetcode/2879,199,1
ROTATING,256,leetcode/2879,304,1
ROTATING,256,leetcode/2879,305,1
ROTATING,256,leetcode/2879,306,1
ROTATING,256,leetcode/2879,307,1
ROTATING,256,leetcode/2879,308,1
ROTATING,256,leetcode/2879,309,1
ROTATING,256,leetcode/2879,310,1
ROTATING,256,leetcode/2879,311,1
ROTATING,256,leetcode/2879,312,1
ROTATING,256,leetcode/2879,313,1
ROTATING,256,leetcode/2879,314,1
ROTATING,256,leetcode/2879,315,1
ROTATING,256,leetcode/2879,316,1
ROTATING,256,leetcode/2879,317,1
ROTATING,256,leetcode/2879,318,1
ROTATING,256,leetcode/2879,319,1
ROTATING,256,leetcode/2879,320,1
ROTATING,256,leetcode/2879,321,1
ROTATING,256,leetcode/2879,322,1
ROTATING,256,leetcode/2879,323,1
ROTATING,256,leetcode/2879,324,1
ROTATING,256,leetcode/2879,325,1
ROTATING,256,leetcode/2879,326,1
ROTATING,256,leetcode/2879,327,1
ROTATING,256,leetcode/2879,400,1
ROTATING,256,leetcode/2879,401,1
ROTATING,256,leetcode/2879,402,1
ROTATING,256,leetcode/2879,403,1
ROTATING,256,leetcode/2879,404,1
ROTATING,256,leetcode/2879,405,1
ROTATING,256,leetcode/2879,406,1
ROTATING,256,leetcode/2879,407,1
ROTATING,256,leetcode/2879,680,1
ROTATING,256,leetcode/2879,681,1
ROTATING,256,leetcode/2879,682,1
ROTATING,256,leetcode/2879,683,1
ROTATING,256,leetcode/2879,684,1
ROTATING,256,leetcode/2879,685,1
ROTATING,256,leetcode/2879,686,1
ROTATING,256,leetcode/2879,687,1
ROTATING,256,leetcode/2879,712,1
ROTATING,256,leetcode/2879,713,1
ROTATING,256,leetcode/2879,714,1
ROTATING,256,leetcode/2879,715,1
ROTATING,256,leetcode/2879,716,1
ROTATING,256,leetcode/2879,717,1
ROTATING,256,leetcode/2879,718,1
ROTATING,256,leetcode/2879,719,1
ROTATING,256,leetcode/2902,0,3
ROTATING,256,leetcode/2902,1,3
ROTATING,256,leetcode/2902,2,3
ROTATING,256,leetcode/2902,3,3
ROTATING,256,leetcode/2902,4,3
ROTATING,256,leetcode/2902,5,3
ROTATING,256,leetcode/2902,6,3
ROTATING,256,leetcode/2902,7,3
ROTATING,256,leetcode/2902,48,1
ROTATING,256,leetcode/2902,49,1
ROTATING,256,leetcode/2902,50,1
ROTATING,256,leetcode/2902,51,1
ROTATING,256,leetcode/2902,52,1
ROTATING,256,leetcode/2902,53,1
ROTATING,256,leetcode/2902,54,1
ROTATING,256,leetcode/2902,55,1
ROTATING,256,leetcode/2902,128,1
ROTATING,256,leetcode/2902,129,1
ROTATING,256,leetcode/2902,130,1
ROTATING,256,leetcode/2902,131,1
ROTATING,256,leetcode/2902,132,1
ROTATING,256,leetcode/2902,133,1
ROTATING,256,leetcode/2902,134,1
ROTATING,256,leetcode/2902,135,1
ROTATING,256,leetcode/2902,168,1
ROTATING,256,leetcode/2902,169,1
ROTATING,256,leetcode/2902,170,1
ROTATING,256,leetcode/2902,171,1
ROTATING,256,leetcode/2902,172,1
ROTATING,256,leetcode/2902,173,1
ROTATING,256,leetcode/2902,174,1
ROTATING,256,leetcode/2902,175,1
ROTATING,256,leetcode/2902,400,1
ROTATING,256,leetcode/2902,401,1
ROTATING,256,leetcode/2902,402,1
ROTATING,256,leetcode/2902,403,1
ROTATING,256,leetcode/2902,404,1
ROTATING,256,leetcode/2902,405,1
ROTATING,256,leetcode/2902,406,1
ROTATING,256,leetcode/2902,407,1
ROTATING,256,leetcode/2902,440,1
ROTATING,256,leetcode/2902,441,1
ROTATING,256,leetcode/2902,442,1
ROTATING,256,leetcode/2902,443,1
ROTATING,256,leetcode/2902,444,1
ROTATING,256,leetcode/2902,445,1
ROTATING,256,leetcode/2902,446,1
ROTATING,256,leetcode/2902,447,1
ROTATING,256,leetcode/2998,0,2
ROTATING,256,leetcode/2998,1,2
ROTATING,256,leetcode/2998,2,2
ROTATING,256,leetcode/2998,3,2
ROTATING,256,leetcode/2998,4,2
ROTATING,256,leetcode/2998,5,2
ROTATING,256,leetcode/2998,6,2
ROTATING,256,leetcode/2998,7,2
ROTATING,256,leetcode/2998,16,1
ROTATING,256,leetcode/2998,17,1
ROTATING,256,leetcode/2998,18,1
ROTATING,256,leetcode/2998,19,1
ROTATING,256,leetcode/2998,20,1
ROTATING,256,leetcode/2998,21,1
ROTATING,256,leetcode/2998,22,1
ROTATING,256,leetcode/2998,23,1
ROTATING,256,leetcode/2998,64,1
ROTATING,256,leetcode/2998,65,1
ROTATING,256,leetcode/2998,66,1
ROTATING,256,leetcode/2998,67,1
ROTATING,256,leetcode/2998,68,1
ROTATING,256,leetcode/2998,69,1
ROTATING,256,leetcode/2998,70,1
ROTATING,256,leetcode/2998,71,1
ROTATING,256,leetcode/3114,0,2
ROTATING,256,leetcode/3114,1,2
ROTATING,256,leetcode/3114,2,2
ROTATING,256,leetcode/3114,3,2
ROTATING,256,leetcode/3114,4,2
ROTATING,256,leetcode/3114,5,2
ROTATING,256,leetcode/3114,6,2
ROTATING,256,leetcode/3114,7,2
ROTATING,256,leetcode/3114,8,1
ROTATING,256,leetcode/3114,9,1
ROTATING,256,leetcode/3114,10,1
ROTATING,256,leetcode/3114,11,1
ROTATING,256,leetcode/3114,12,1
ROTATING,256,leetcode/3114,13,1
ROTATING,256,leetcode/3114,14,1
ROTATING,256,leetcode/3114,15,1
ROTATING,256,leetcode/3114,224,1
ROTATING,256,leetcode/3114,225,1
ROTATING,256,leetcode/3114,226,1
ROTATING,256,leetcode/3114,227,1
ROTATING,256,leetcode/3114,228,1
ROTATING,256,leetcode/3114,229,1
ROTATING,256,leetcode/3114,230,1
ROTATING,256,leetcode/3114,231,1
ROTATING,256,leetcode/3114,256,1
ROTATING,256,leetcode/3114,257,1
ROTATING,256,leetcode/3114,258,1
ROTATING,256,leetcode/3114,259,1
ROTATING,256,leetcode/3114,260,1
ROTATING,256,leetcode/3114,261,1
ROTATING,256,leetcode/3114,262,1
ROTATING,256,leetcode/3114,263,1
ROTATING,256,leetcode/3114,272,1
ROTATING,256,leetcode/3114,273,1
ROTATING,256,leetcode/3114,274,1
ROTATING,256,leetcode/3114,275,1
ROTATING,256,leetcode/3114,276,1
ROTATING,256,leetcode/3114,277,1
ROTATING,256,leetcode/3114,278,1
ROTATING,256,leetcode/3114,279,1
ROTATING,256,leetcode/3114,304,1
ROTATING,256,leetcode/3114,305,1
ROTATING,256,leetcode/3114,306,1
ROTATING,256,leetcode/3114,307,1
ROTATING,256,leetcode/3114,308,1
ROTATING,256,leetcode/3114,309,1
ROTATING,256,leetcode/3114,310,1
ROTATING,256,leetcode/3114,311,1
ROTATING,256,leetcode/3114,400,1
ROTATING,256,leetcode/3114,401,1
ROTATING,256,leetcode/3114,402,1
ROTATING,256,leetcode/3114,403,1
ROTATING,256,leetcode/3114,404,1
ROTATING,256,leetcode/3114,405,1
ROTATING,256,leetcode/3114,406,1
ROTATING,256,leetcode/3114,407,1
ROTATING,256,leetcode/3114,536,1
ROTATING,256,leetcode/3114,537,1
ROTATING,256,leetcode/3114,538,1
ROTATING,256,leetcode/3114,539,1
ROTATING,256,leetcode/3114,540,1
ROTATING,256,leetcode/3114,541,1
ROTATING,256,leetcode/3114,542,1
ROTATING,256,leetcode/3114,543,1
ROTATING,256,leetcode/3114,544,1
ROTATING,256,leetcode/3114,545,1
ROTATING,256,leetcode/3114,546,1
ROTATING,256,leetcode/3114,547,1
ROTATING,256,leetcode/3114,548,1
ROTATING,256,leetcode/3114,549,1
ROTATING,256,leetcode/3114,550,1
ROTATING,256,leetcode/3114,551,1
ROTATING,256,leetcode/3114,568,1
ROTATING,256,leetcode/3114,569,1
ROTATING,256,leetcode/3114,570,1
ROTATING,256,leetcode/3114,571,1
ROTATING,256,leetcode/3114,572,1
ROTATING,256,leetcode/3114,573,1
ROTATING,256,leetcode/3114,574,1
ROTATING,256,leetcode/3114,575,1
ROTATING,256,leetcode/3176,0,2
ROTATING,256,leetcode/3176,1,2
ROTATING,256,leetcode/3176,2,2
ROTATING,256,leetcode/3176,3,2
ROTATING,256,leetcode/3176,4,2
ROTATING,256,leetcode/3176,5,2
ROTATING,256,leetcode/3176,6,2
ROTATING,256,leetcode/3176,7,2
ROTATING,256,leetcode/3176,64,1
ROTATING,256,leetcode/3176,65,1
ROTATING,256,leetcode/3176,66,1
ROTATING,256,leetcode/3176,67,1
ROTATING,256,leetcode/3176,68,1
ROTATING,256,leetcode/3176,69,1
ROTATING,256,leetcode/3176,70,1
ROTATING,256,leetcode/3176,71,1
ROTATING,256,leetcode/3176,80,1
ROTATING,256,leetcode/3176,81,1
ROTATING,256,leetcode/3176,82,1
ROTATING,256,leetcode/3176,83,1
ROTATING,256,leetcode/3176,84,1
ROTATING,256,leetcode/3176,85,1
ROTATING,256,leetcode/3176,86,1
ROTATING,256,leetcode/3176,87,1
ROTATING,256,leetcode/3176,304,1
ROTATING,256,leetcode/3176,305,1
ROTATING,256,leetcode/3176,306,1
ROTATING,256,leetcode/3176,307,1
ROTATING,256,leetcode/3176,308,1
ROTATING,256,leetcode/3176,309,1
ROTATING,256,leetcode/3176,310,1
ROTATING,256,leetcode/3176,311,1
ROTATING,256,leetcode/3176,456,1
ROTATING,256,leetcode/3176,457,1
ROTATING,256,leetcode/3176,458,1
ROTATING,256,leetcode/3176,459,1
ROTATING,256,leetcode/3176,460,1
ROTATING,256,leetcode/3176,461,1
ROTATING,256,leetcode/3176,462,1
ROTATING,256,leetcode/3176,463,1
ROTATING,256,leetcode/3176,464,1
ROTATING,256,leetcode/3176,465,1
ROTATING,256,leetcode/3176,466,1
ROTATING,256,leetcode/3176,467,1
ROTATING,256,leetcode/3176,468,1
ROTATING,256,leetcode/3176,469,1
ROTATING,256,leetcode/3176,470,1
ROTATING,256,leetcode/3176,471,1
ROTATING,256,leetcode/3176,568,1
ROTATING,256,leetcode/3176,569,1
ROTATING,256,leetcode/3176,570,1
ROTATING,256,leetcode/3176,571,1
ROTATING,256,leetcode/3176,572,1
ROTATING,256,leetcode/3176,573,1
ROTATING,256,leetcode/3176,574,1
ROTATING,256,leetcode/3176,575,1
ROTATING,256,leetcode/3176,584,1
ROTATING,256,leetcode/3176,585,1
ROTATING,256,leetcode/3176,586,1
ROTATING,256,leetcode/3176,587,1
ROTATING,256,leetcode/3176,588,1
ROTATING,256,leetcode/3176,589,1
ROTATING,256,leetcode/3176,590,1
ROTATING,256,leetcode/3176,591,1
ROTATING,256,leetcode/3176,592,1
ROTATING,256,leetcode/3176,593,1
ROTATING,256,leetcode/3176,594,1
ROTATING,256,leetcode/3176,595,1
ROTATING,256,leetcode/3176,596,1
ROTATING,256,leetcode/3176,597,1
ROTATING,256,leetcode/3176,598,1
ROTATING,256,leetcode/3176,599,1
ROTATING,256,leetcode/3220,0,2
ROTATING,256,leetcode/3220,1,2
ROTATING,256,leetcode/3220,2,2
ROTATING,256,leetcode/3220,3,2
ROTATING,256,leetcode/3220,4,2
ROTATING,256,leetcode/3220,5,2
ROTATING,256,leetcode/3220,6,2
ROTATING,256,leetcode/3220,7,2
ROTATING,256,leetcode/3220,64,1
ROTATING,256,leetcode/3220,65,1
ROTATING,256,leetcode/3220,66,1
ROTATING,256,leetcode/3220,67,1
ROTATING,256,leetcode/3220,68,1
ROTATING,256,leetcode/3220,69,1
ROTATING,256,leetcode/3220,70,1
ROTATING,256,leetcode/3220,71,1
ROTATING,256,leetcode/3220,96,1
ROTATING,256,leetcode/3220,97,1
ROTATING,256,leetcode/3220,98,1
ROTATING,256,leetcode/3220,99,1
ROTATING,256,leetcode/3220,100,1
ROTATING,256,leetcode/3220,101,1
ROTATING,256,leetcode/3220,102,1
ROTATING,256,leetcode/3220,103,1
ROTATING,256,leetcode/3220,144,1
ROTATING,256,leetcode/3220,145,1
ROTATING,256,leetcode/3220,146,1
ROTATING,256,leetcode/3220,147,1
ROTATING,256,leetcode/3220,148,1
ROTATING,256,leetcode/3220,149,1
ROTATING,256,leetcode/3220,150,1
ROTATING,256,leetcode/3220,151,1
ROTATING,256,leetcode/3220,264,1
ROTATING,256,leetcode/3220,265,1
ROTATING,256,leetcode/3220,266,1
ROTATING,256,leetcode/3220,267,1
ROTATING,256,leetcode/3220,268,1
ROTATING,256,leetcode/3220,269,1
ROTATING,256,leetcode/3220,270,1
ROTATING,256,leetcode/3220,271,1
ROTATING,256,leetcode/3220,384,1
ROTATING,256,leetcode/3220,385,1
ROTATING,256,leetcode/3220,386,1
ROTATING,256,leetcode/3220,387,1
ROTATING,256,leetcode/3220,388,1
ROTATING,256,leetcode/3220,389,1
ROTATING,256,leetcode/3220,390,1
ROTATING,256,leetcode/3220,391,1
ROTATING,512,atcoder/abc302_b,0,5
ROTATING,512,atcoder/abc302_b,1,5
ROTATING,512,atcoder/abc302_b,2,5
ROTATING,512,atcoder/abc302_b,3,5
ROTATING,512,atcoder/abc302_b,4,5
ROTATING,512,atcoder/abc302_b,5,5
ROTATING,512,atcoder/abc302_b,6,5
ROTATING,512,atcoder/abc302_b,7,5
ROTATING,512,atcoder/abc302_b,64,1
ROTATING,512,atcoder/abc302_b,65,1
ROTATING,512,atcoder/abc302_b,66,1
ROTATING,512,atcoder/abc302_b,67,1
ROTATING,512,atcoder/abc302_b,68,1
ROTATING,512,atcoder/abc302_b,69,1
ROTATING,512,atcoder/abc302_b,70,1
ROTATING,512,atcoder/abc302_b,71,1
ROTATING,512,atcoder/abc302_b,128,1
ROTATING,512,atcoder/abc302_b,129,1
ROTATING,512,atcoder/abc302_b,130,1
ROTATING,512,atcoder/abc302_b,131,1
ROTATING,512,atcoder/abc302_b,132,1
ROTATING,512,atcoder/abc302_b,133,1
ROTATING,512,atcoder/abc302_b,134,1
ROTATING,512,atcoder/abc302_b,135,1
ROTATING,512,atcoder/abc302_b,144,1
ROTATING,512,atcoder/abc302_b,145,1
ROTATING,512,atcoder/abc302_b,146,1
ROTATING,512,atcoder/abc302_b,147,1
ROTATING,512,atcoder/abc302_b,148,1
ROTATING,512,atcoder/abc302_b,149,1
ROTATING,512,atcoder/abc302_b,150,1
ROTATING,512,atcoder/abc302_b,151,1
ROTATING,512,atcoder/abc302_b,168,1
ROTATING,512,atcoder/abc302_b,169,1
ROTATING,512,atcoder/abc302_b,170,1
ROTATING,512,atcoder/abc302_b,171,1
ROTATING,512,atcoder/abc302_b,172,1
ROTATING,512,atcoder/abc302_b,173,1
ROTATING,512,atcoder/abc302_b,174,1
ROTATING,512,atcoder/abc302_b,175,1
ROTATING,512,atcoder/abc302_b,184,1
ROTATING,512,atcoder/abc302_b,185,1
ROTATING,512,atcoder/abc302_b,186,1
ROTATING,512,atcoder/abc302_b,187,1
ROTATING,512,atcoder/abc302_b,188,1
ROTATING,512,atcoder/abc302_b,189,1
ROTATING,512,atcoder/abc302_b,190,1
ROTATING,512,atcoder/abc302_b,191,1
ROTATING,512,atcoder/abc302_b,216,1
ROTATING,512,atcoder/abc302_b,217,1
ROTATING,512,atcoder/abc302_b,218,1
ROTATING,512,atcoder/abc302_b,219,1
ROTATING,512,atcoder/abc302_b,220,1
ROTATING,512,atcoder/abc302_b,221,1
ROTATING,512,atcoder/abc302_b,222,1
ROTATING,512,atcoder/abc302_b,223,1
ROTATING,512,atcoder/abc302_b,256,1
ROTATING,512,atcoder/abc302_b,257,1
ROTATING,512,atcoder/abc302_b,258,1
ROTATING,512,atcoder/abc302_b,259,1
ROTATING,512,atcoder/abc302_b,260,1
ROTATING,512,atcoder/abc302_b,261,1
ROTATING,512,atcoder/abc302_b,262,1
ROTATING,512,atcoder/abc302_b,263,1
ROTATING,512,atcoder/abc302_b,272,1
ROTATING,512,atcoder/abc302_b,273,1
ROTATING,512,atcoder/abc302_b,274,1
ROTATING,512,atcoder/abc302_b,275,1
ROTATING,512,atcoder/abc302_b,276,1
ROTATING,512,atcoder/abc302_b,277,1
ROTATING,512,atcoder/abc302_b,278,1
ROTATING,512,atcoder/abc302_b,279,1
ROTATING,512,atcoder/abc302_b,280,1
ROTATING,512,atcoder/abc302_b,281,1
ROTATING,512,atcoder/abc302_b,282,1
ROTATING,512,atcoder/abc302_b,283,1
ROTATING,512,atcoder/abc302_b,284,1
ROTATING,512,atcoder/abc302_b,285,1
ROTATING,512,atcoder/abc302_b,286,1
ROTATING,512,atcoder/abc302_b,287,1
ROTATING,512,atcoder/abc302_b,304,1
ROTATING,512,atcoder/abc302_b,305,1
ROTATING,512,atcoder/abc302_b,306,1
ROTATING,512,atcoder/abc302_b,307,1
ROTATING,512,atcoder/abc302_b,308,1
ROTATING,512,atcoder/abc302_b,309,1
ROTATING,512,atcoder/abc302_b,310,1
ROTATING,512,atcoder/abc302_b,311,1
ROTATING,512,atcoder/abc306_b,0,5
ROTATING,512,atcoder/abc306_b,1,5
ROTATING,512,atcoder/abc306_b,2,5
ROTATING,512,atcoder/abc306_b,3,5
ROTATING,512,atcoder/abc306_b,4,5
ROTATING,512,atcoder/abc306_b,5,5
ROTATING,512,atcoder/abc306_b,6,5
ROTATING,512,atcoder/abc306_b,7,5
ROTATING,512,atcoder/abc306_b,16,1
ROTATING,512,atcoder/abc306_b,17,1
ROTATING,512,atcoder/abc306_b,18,1
ROTATING,512,atcoder/abc306_b,19,1
ROTATING,512,atcoder/abc306_b,20,1
ROTATING,512,atcoder/abc306_b,21,1
ROTATING,512,atcoder/abc306_b,22,1
ROTATING,512,atcoder/abc306_b,23,1
ROTATING,512,atcoder/abc306_b,24,1
ROTATING,512,atcoder/abc306_b,25,1
ROTATING,512,atcoder/abc306_b,26,1
ROTATING,512,atcoder/abc306_b,27,1
ROTATING,512,atcoder/abc306_b,28,1
ROTATING,512,atcoder/abc306_b,29,1
ROTATING,512,atcoder/abc306_b,30,1
ROTATING,512,atcoder/abc306_b,31,1
ROTATING,512,atcoder/abc306_b,40,1
ROTATING,512,atcoder/abc306_b,41,1
ROTATING,512,atcoder/abc306_b,42,1
ROTATING,512,atcoder/abc306_b,43,1
ROTATING,512,atcoder/abc306_b,44,1
ROTATING,512,atcoder/abc306_b,45,1
ROTATING,512,atcoder/abc306_b,46,1
ROTATING,512,atcoder/abc306_b,47,1
ROTATING,512,atcoder/abc306_b,48,1
ROTATING,512,atcoder/abc306_b,49,1
ROTATING,512,atcoder/abc306_b,50,1
ROTATING,512,atcoder/abc306_b,51,1
ROTATING,512,atcoder/abc306_b,52,1
ROTATING,512,atcoder/abc306_b,53,1
ROTATING,512,atcoder/abc306_b,54,1
ROTATING,512,atcoder/abc306_b,55,1
ROTATING,512,atcoder/abc306_b,56,1
ROTATING,512,atcoder/abc306_b,57,1
ROTATING,512,atcoder/abc306_b,58,1
ROTATING,512,atcoder/abc306_b,59,1
ROTATING,512,atcoder/abc306_b,60,1
ROTATING,512,atcoder/abc306_b,61,1
ROTATING,512,atcoder/abc306_b,62,1
ROTATING,512,atcoder/abc306_b,63,1
ROTATING,512,atcoder/abc309_e,0,5
ROTATING,512,atcoder/abc309_e,1,5
ROTATING,512,atcoder/abc309_e,2,5
ROTATING,512,atcoder/abc309_e,3,5
ROTATING,512,atcoder/abc309_e,4,5
ROTATING,512,atcoder/abc309_e,5,5
ROTATING,512,atcoder/abc309_e,6,5
ROTATING,512,atcoder/abc309_e,7,5
ROTATING,512,atcoder/abc309_e,16,1
ROTATING,512,atcoder/abc309_e,17,1
ROTATING,512,atcoder/abc309_e,18,1
ROTATING,512,atcoder/abc309_e,19,1
ROTATING,512,atcoder/abc309_e,20,1
ROTATING,512,atcoder/abc309_e,21,1
ROTATING,512,atcoder/abc309_e,22,1
ROTATING,512,atcoder/abc309_e,23,1
ROTATING,512,atcoder/abc309_e,24,1
ROTATING,512,atcoder/abc309_e,25,1
ROTATING,512,atcoder/abc309_e,26,1
ROTATING,512,atcoder/abc309_e,27,1
ROTATING,512,atcoder/abc309_e,28,1
ROTATING,512,atcoder/abc309_e,29,1
ROTATING,512,atcoder/abc309_e,30,1
ROTATING,512,atcoder/abc309_e,31,1
ROTATING,512,atcoder/abc309_e,32,1
ROTATING,512,atcoder/abc309_e,33,1
ROTATING,512,atcoder/abc309_e,34,1
ROTATING,512,atcoder/abc309_e,35,1
ROTATING,512,atcoder/abc309_e,36,1
ROTATING,512,atcoder/abc309_e,37,1
ROTATING,512,atcoder/abc309_e,38,1
ROTATING,512,atcoder/abc309_e,39,1
ROTATING,512,atcoder/abc309_e,96,1
ROTATING,512,atcoder/abc309_e,97,1
ROTATING,512,atcoder/abc309_e,98,1
ROTATING,512,atcoder/abc309_e,99,1
ROTATING,512,atcoder/abc309_e,100,1
ROTATING,512,atcoder/abc309_e,101,1
ROTATING,512,atcoder/abc309_e,102,1
ROTATING,512,atcoder/abc309_e,103,1
ROTATING,512,atcoder/abc309_e,248,1
ROTATING,512,atcoder/abc309_e,249,1
ROTATING,512,atcoder/abc309_e,250,1
ROTATING,512,atcoder/abc309_e,251,1
ROTATING,512,atcoder/abc309_e,252,1
ROTATING,512,atcoder/abc309_e,253,1
ROTATING,512,atcoder/abc309_e,254,1
ROTATING,512,atcoder/abc309_e,255,1
ROTATING,512,atcoder/abc309_e,376,1
ROTATING,512,atcoder/abc309_e,377,1
ROTATING,512,atcoder/abc309_e,378,1
ROTATING,512,atcoder/abc309_e,379,1
ROTATING,512,atcoder/abc309_e,380,1
ROTATING,512,atcoder/abc309_e,381,1
ROTATING,512,atcoder/abc309_e,382,1
ROTATING,512,atcoder/abc309_e,383,1
ROTATING,512,atcoder/abc309_e,408,1
ROTATING,512,atcoder/abc309_e,409,1
ROTATING,512,atcoder/abc309_e,410,1
ROTATING,512,atcoder/abc309_e,411,1
ROTATING,512,atcoder/abc309_e,412,1
ROTATING,512,atcoder/abc309_e,413,1
ROTATING,512,atcoder/abc309_e,414,1
ROTATING,512,atcoder/abc309_e,415,1
ROTATING,512,atcoder/abc309_e,416,1
ROTATING,512,atcoder/abc309_e,417,1
ROTATING,512,atcoder/abc309_e,418,1
ROTATING,512,atcoder/abc309_e,419,1
ROTATING,512,atcoder/abc309_e,420,1
ROTATING,512,atcoder/abc309_e,421,1
ROTATING,512,atcoder/abc309_e,422,1
ROTATING,512,atcoder/abc309_e,423,1
ROTATING,512,atcoder/abc309_e,464,1
ROTATING,512,atcoder/abc309_e,465,1
ROTATING,512,atcoder/abc309_e,466,1
ROTATING,512,atcoder/abc309_e,467,1
ROTATING,512,atcoder/abc309_e,468,1
ROTATING,512,atcoder/abc309_e,469,1
ROTATING,512,atcoder/abc309_e,470,1
ROTATING,512,atcoder/abc309_e,471,1
ROTATING,512,atcoder/abc309_e,512,1
ROTATING,512,atcoder/abc309_e,513,1
ROTATING,512,atcoder/abc309_e,514,1
ROTATING,512,atcoder/abc309_e,515,1
ROTATING,512,atcoder/abc309_e,516,1
ROTATING,512,atcoder/abc309_e,517,1
ROTATING,512,atcoder/abc309_e,632,1
ROTATING,512,atcoder/abc309_e,633,1
ROTATING,512,atcoder/abc309_e,634,1
ROTATING,512,atcoder/abc309_e,635,1
ROTATING,512,atcoder/abc309_e,636,1
ROTATING,512,atcoder/abc309_e,637,1
ROTATING,512,atcoder/abc309_e,638,1
ROTATING,512,atcoder/abc309_e,639,1
ROTATING,512,atcoder/abc309_e,640,1
ROTATING,512,atcoder/abc309_e,641,1
ROTATING,512,atcoder/abc309_e,642,1
ROTATING,512,atcoder/abc309_e,643,1
ROTATING,512,atcoder/abc309_e,644,1
ROTATING,512,atcoder/abc309_e,645,1
ROTATING,512,atcoder/abc309_e,646,1
ROTATING,512,atcoder/abc309_e,647,1
ROTATING,512,atcoder/abc309_e,648,1
ROTATING,512,atcoder/abc309_e,649,1
ROTATING,512,atcoder/abc309_e,650,1
ROTATING,512,atcoder/abc309_e,651,1
ROTATING,512,atcoder/abc309_e,652,1
ROTATING,512,atcoder/abc309_e,653,1
ROTATING,512,atcoder/abc309_e,654,1
ROTATING,512,atcoder/abc309_e,655,1
ROTATING,512,atcoder/abc309_e,760,1
ROTATING,512,atcoder/abc309_e,761,1
ROTATING,512,atcoder/abc309_e,762,1
ROTATING,512,atcoder/abc309_e,763,1
ROTATING,512,atcoder/abc309_e,764,1
ROTATING,512,atcoder/abc309_e,765,1
ROTATING,512,atcoder/abc309_e,766,1
ROTATING,512,atcoder/abc309_e,767,1
ROTATING,512,atcoder/abc309_e,856,1
ROTATING,512,atcoder/abc309_e,857,1
ROTATING,512,atcoder/abc309_e,858,1
ROTATING,512,atcoder/abc309_e,859,1
ROTATING,512,atcoder/abc309_e,860,1
ROTATING,512,atcoder/abc309_e,861,1
ROTATING,512,atcoder/abc309_e,862,1
ROTATING,512,atcoder/abc309_e,863,1
ROTATING,512,atcoder/abc309_e,872,1
ROTATING,512,atcoder/abc309_e,873,1
ROTATING,512,atcoder/abc309_e,874,1
ROTATING,512,atcoder/abc309_e,875,1
ROTATING,512,atcoder/abc309_e,876,1
ROTATING,512,atcoder/abc309_e,877,1
ROTATING,512,atcoder/abc309_e,878,1
ROTATING,512,atcoder/abc309_e,879,1
ROTATING,512,atcoder/abc309_e,888,1
ROTATING,512,atcoder/abc309_e,889,1
ROTATING,512,atcoder/abc309_e,890,1
ROTATING,512,atcoder/abc309_e,891,1
ROTATING,512,atcoder/abc309_e,892,1
ROTATING,512,atcoder/abc309_e,893,1
ROTATING,512,atcoder/abc309_e,894,1
ROTATING,512,atcoder/abc309_e,895,1
ROTATING,512,atcoder/abc309_e,912,1
ROTATING,512,atcoder/abc309_e,913,1
ROTATING,512,atcoder/abc309_e,914,1
ROTATING,512,atcoder/abc309_e,915,1
ROTATING,512,atcoder/abc309_e,916,1
ROTATING,512,atcoder/abc309_e,917,1
ROTATING,512,atcoder/abc309_e,918,1
ROTATING,512,atcoder/abc309_e,919,1
ROTATING,512,atcoder/abc309_e,976,1
ROTATING,512,atcoder/abc309_e,977,1
ROTATING,512,atcoder/abc314_d,0,5
ROTATING,512,atcoder/abc314_d,1,5
ROTATING,512,atcoder/abc314_d,2,5
ROTATING,512,atcoder/abc314_d,3,5
ROTATING,512,atcoder/abc314_d,4,5
