task_id,condition,draws,passed_draws,missing_draws,pass_rate,success_lower,success_upper
atcoder/abc398_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,A,3,3,0,1.0,1.0,1.0
atcoder/abc398_d,B,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,D,3,3,0,1.0,1.0,1.0
atcoder/abc398_d,P,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc398_d,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/arc181_a,A,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,B,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,D,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,P,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc374_b,A,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,B,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,D,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,P,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc374_b,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc374_b,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc374_b,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc374_b,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc372_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,B,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,A,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,B,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,D,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,P,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3751,A,3,0,0,0.0,0.0,0.0
leetcode/3751,B,3,3,0,1.0,1.0,1.0
leetcode/3751,D,3,0,0,0.0,0.0,0.0
leetcode/3751,P,3,0,0,0.0,0.0,0.0
leetcode/3751,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3751,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3751,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3751,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,A,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,B,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/arc193_a,D,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,P,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/arc193_a,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc377_d,A,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,B,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,D,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,P,3,0,0,0.0,0.0,0.0
atcoder/abc377_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc377_d,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc377_d,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc377_d,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc377_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,P,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc377_a,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,A,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,B,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,D,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,P,3,0,0,0.0,0.0,0.0
atcoder/abc393_f,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc393_f,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc393_f,FIXED_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc393_f,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc390_e,A,3,3,0,1.0,1.0,1.0
atcoder/abc390_e,B,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,D,3,3,0,1.0,1.0,1.0
atcoder/abc390_e,P,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,ROTATING_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc394_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,B,3,3,0,1.0,1.0,1.0
atcoder/abc394_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc398_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,P,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc398_a,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc398_a,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_a,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_a,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3811,A,3,3,0,1.0,1.0,1.0
leetcode/3811,B,3,3,0,1.0,1.0,1.0
leetcode/3811,D,3,3,0,1.0,1.0,1.0
leetcode/3811,P,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3811,FIXED_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3811,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3811,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3811,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc368_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,B,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,A,3,3,0,1.0,1.0,1.0
atcoder/abc366_d,B,3,3,0,1.0,1.0,1.0
atcoder/abc366_d,D,3,3,0,1.0,1.0,1.0
atcoder/abc366_d,P,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc366_d,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,A,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,B,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,D,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,P,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3543,A,3,3,0,1.0,1.0,1.0
leetcode/3543,B,3,3,0,1.0,1.0,1.0
leetcode/3543,D,3,3,0,1.0,1.0,1.0
leetcode/3543,P,3,3,0,1.0,1.0,1.0
leetcode/3543,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3543,ROTATING_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3543,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3543,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,A,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,B,3,0,0,0.0,0.0,0.0
atcoder/abc388_e,D,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,P,3,0,0,0.0,0.0,0.0
atcoder/abc388_e,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,FIXED_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc388_e,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/arc187_b,A,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,B,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,D,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,P,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3649,A,3,3,0,1.0,1.0,1.0
leetcode/3649,B,3,3,0,1.0,1.0,1.0
leetcode/3649,D,3,3,0,1.0,1.0,1.0
leetcode/3649,P,3,0,0,0.0,0.0,0.0
leetcode/3649,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3649,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3649,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3649,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,P,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc375_a,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc375_a,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/arc188_c,A,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,B,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,D,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,P,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3785,A,3,3,0,1.0,1.0,1.0
leetcode/3785,B,3,3,0,1.0,1.0,1.0
leetcode/3785,D,3,3,0,1.0,1.0,1.0
leetcode/3785,P,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3785,FIXED_M,3,3,0,1.0,1.0,1.0
leetcode/3785,ROTATING_M,3,3,0,1.0,1.0,1.0
leetcode/3785,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3785,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc385_f,A,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,B,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,D,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,P,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,A,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,B,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,D,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,P,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3784,A,3,0,0,0.0,0.0,0.0
leetcode/3784,B,3,0,0,0.0,0.0,0.0
leetcode/3784,D,3,0,0,0.0,0.0,0.0
leetcode/3784,P,3,0,0,0.0,0.0,0.0
leetcode/3784,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3784,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3784,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3784,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3709,A,3,3,0,1.0,1.0,1.0
leetcode/3709,B,3,3,0,1.0,1.0,1.0
leetcode/3709,D,3,3,0,1.0,1.0,1.0
leetcode/3709,P,3,3,0,1.0,1.0,1.0
leetcode/3709,FIXED_M,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3709,ROTATING_M,3,3,0,1.0,1.0,1.0
leetcode/3709,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3709,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3656,A,3,3,0,1.0,1.0,1.0
leetcode/3656,B,3,3,0,1.0,1.0,1.0
leetcode/3656,D,3,3,0,1.0,1.0,1.0
leetcode/3656,P,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3656,FIXED_M,3,3,0,1.0,1.0,1.0
leetcode/3656,ROTATING_M,3,3,0,1.0,1.0,1.0
leetcode/3656,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3656,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/arc196_c,A,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,B,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,D,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,P,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc196_c,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc373_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,P,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc373_c,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc379_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc379_c,B,3,0,0,0.0,0.0,0.0
atcoder/abc379_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc379_c,P,3,0,0,0.0,0.0,0.0
atcoder/abc379_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc379_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc379_c,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc379_c,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc396_f,A,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,B,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,D,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,P,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc396_f,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3627,A,3,3,0,1.0,1.0,1.0
leetcode/3627,B,3,3,0,1.0,1.0,1.0
leetcode/3627,D,3,3,0,1.0,1.0,1.0
leetcode/3627,P,3,0,0,0.0,0.0,0.0
leetcode/3627,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3627,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3627,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3627,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,A,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,B,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,D,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,P,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/arc189_c,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc381_e,A,3,3,0,1.0,1.0,1.0
atcoder/abc381_e,B,3,3,0,1.0,1.0,1.0
atcoder/abc381_e,D,3,3,0,1.0,1.0,1.0
atcoder/abc381_e,P,3,0,0,0.0,0.0,0.0
atcoder/abc381_e,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc381_e,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc381_e,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc381_e,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc386_e,A,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,B,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,D,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,P,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,FIXED_M,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,ROTATING_M,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc386_e,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3535,A,3,3,0,1.0,1.0,1.0
leetcode/3535,B,3,3,0,1.0,1.0,1.0
leetcode/3535,D,3,3,0,1.0,1.0,1.0
leetcode/3535,P,3,0,0,0.0,0.0,0.0
leetcode/3535,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3535,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3535,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3535,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3552,A,3,0,0,0.0,0.0,0.0
leetcode/3552,B,3,0,0,0.0,0.0,0.0
leetcode/3552,D,3,0,0,0.0,0.0,0.0
leetcode/3552,P,3,0,0,0.0,0.0,0.0
leetcode/3552,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3552,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3552,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3552,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3527,A,3,0,0,0.0,0.0,0.0
leetcode/3527,B,3,0,0,0.0,0.0,0.0
leetcode/3527,D,3,0,0,0.0,0.0,0.0
leetcode/3527,P,3,0,0,0.0,0.0,0.0
leetcode/3527,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3527,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3527,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3527,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc373_a,A,3,3,0,1.0,1.0,1.0
atcoder/abc373_a,B,3,3,0,1.0,1.0,1.0
atcoder/abc373_a,D,3,3,0,1.0,1.0,1.0
atcoder/abc373_a,P,3,3,0,1.0,1.0,1.0
atcoder/abc373_a,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc373_a,ROTATING_M,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc373_a,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc373_a,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3588,A,3,3,0,1.0,1.0,1.0
leetcode/3588,B,3,3,0,1.0,1.0,1.0
leetcode/3588,D,3,3,0,1.0,1.0,1.0
leetcode/3588,P,3,0,0,0.0,0.0,0.0
leetcode/3588,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3588,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3588,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3588,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,A,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,B,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,D,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,P,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc378_g,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc366_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc366_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc366_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc366_c,P,3,3,0,1.0,1.0,1.0
atcoder/abc366_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc366_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc366_c,FIXED_H,3,3,0,1.0,1.0,1.0
atcoder/abc366_c,ROTATING_H,3,3,0,1.0,1.0,1.0
leetcode/3701,A,3,0,0,0.0,0.0,0.0
leetcode/3701,B,3,0,0,0.0,0.0,0.0
leetcode/3701,D,3,0,0,0.0,0.0,0.0
leetcode/3701,P,3,0,0,0.0,0.0,0.0
leetcode/3701,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3701,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3701,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3701,ROTATING_H,3,0,0,0.0,0.0,0.0
atcoder/abc377_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc377_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc377_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc377_c,P,3,0,0,0.0,0.0,0.0
atcoder/abc377_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc377_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc377_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc377_c,ROTATING_H,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3778,A,3,3,0,1.0,1.0,1.0
leetcode/3778,B,3,3,0,1.0,1.0,1.0
leetcode/3778,D,3,3,0,1.0,1.0,1.0
leetcode/3778,P,3,3,0,1.0,1.0,1.0
leetcode/3778,FIXED_M,3,3,0,1.0,1.0,1.0
leetcode/3778,ROTATING_M,3,3,0,1.0,1.0,1.0
leetcode/3778,FIXED_H,3,3,0,1.0,1.0,1.0
leetcode/3778,ROTATING_H,3,3,0,1.0,1.0,1.0
atcoder/abc396_c,A,3,3,0,1.0,1.0,1.0
atcoder/abc396_c,B,3,3,0,1.0,1.0,1.0
atcoder/abc396_c,D,3,3,0,1.0,1.0,1.0
atcoder/abc396_c,P,3,0,0,0.0,0.0,0.0
atcoder/abc396_c,FIXED_M,3,0,0,0.0,0.0,0.0
atcoder/abc396_c,ROTATING_M,3,0,0,0.0,0.0,0.0
atcoder/abc396_c,FIXED_H,3,0,0,0.0,0.0,0.0
atcoder/abc396_c,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3764,A,3,3,0,1.0,1.0,1.0
leetcode/3764,B,3,3,0,1.0,1.0,1.0
leetcode/3764,D,3,3,0,1.0,1.0,1.0
leetcode/3764,P,3,3,0,1.0,1.0,1.0
leetcode/3764,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3764,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3764,FIXED_H,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3764,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3754,A,3,0,0,0.0,0.0,0.0
leetcode/3754,B,3,3,0,1.0,1.0,1.0
leetcode/3754,D,3,0,0,0.0,0.0,0.0
leetcode/3754,P,3,0,0,0.0,0.0,0.0
leetcode/3754,FIXED_M,3,0,0,0.0,0.0,0.0
leetcode/3754,ROTATING_M,3,0,0,0.0,0.0,0.0
leetcode/3754,FIXED_H,3,0,0,0.0,0.0,0.0
leetcode/3754,ROTATING_H,3,0,0,0.0,0.0,0.0
leetcode/3794,A,3,0,0,0.0,0.0,0.0
leetcode/3794,B,3,0,0,0.0,0.0,0.0
leetcode/3794,D,3,0,0,0.0,0.0,0.0
leetcode/3794,P,3,0,0,0.0,0.0,0.0
leetcode/3794,FIXED_M,3,0,0,0.0,0.0,0.0
